identifier,nonce,originalUrl,thumbnailUrl,id,rank,stats,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2
CEA-2d29f9-0384,900,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1727.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d67d1ece,1727,1442,https://metadata.verko.io/dynamic/2/1727,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Wheat,Punk,None,Hoodie Orange,Pilot Pants Black,Tactical Bags Blue,Desert,Elemental Weapons Proficiency,Explosive Weapons Proficiency
CEA-2d29f9-0385,901,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/694.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e40793d5,694,527,https://metadata.verko.io/dynamic/2/694,Genesis Cantina Elrond Ape,Gold,Default,Grey Closed,Augmented,Funny Nose,None,None,Green Dad Hat,Company Armor Black,Titan Pants Orange,Dual Grenades 2 Blue,Golden,Explosive Weapons Proficiency,Overachiever
CEA-2d29f9-0386,902,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/249.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-edbe9207,249,351,https://metadata.verko.io/dynamic/2/249,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,3D Glasses,Bone,Punk,Tennis Headband,Pilot Armor Blue,Pilot Pants White,Pilot Bags Green,Outworld,Grounded,Nano Meds
CEA-2d29f9-0387,903,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/248.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c172905e,248,181,https://metadata.verko.io/dynamic/2/248,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,MetaScreen EAC,Bone,Tribal,Gold Crown,Company Armor Red,Company Pants Orange,Dagger Holster Brown,Outworld,Automatic Weapons Proficiency,Adrenaline Rush
CEA-2d29f9-0388,904,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1274.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-37dafc6c,1274,781,https://metadata.verko.io/dynamic/2/1274,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,Cybermeta Tokyo,None,None,Bob,Pilot Armor Orange,Mercenary Pants Black,Tech Belt Brown,Artic,Elemental Weapons Proficiency,Nano Meds
CEA-2d29f9-0389,905,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/102.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8c636ee2,102,35,https://metadata.verko.io/dynamic/2/102,Genesis Cantina Elrond Ape,Legendary,Default,Zombie Closed,Zombie,Diving Mask,None,Punk,Gold Crown,Pilot Armor Mk.2 Black,Cyborg Legs Brown,Dagger Holster Brown,Neon,Scatter Weapons Proficiency,Explosive Weapons Proficiency
CEA-2d29f9-038a,906,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1149.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d10ff049,1149,208,https://metadata.verko.io/dynamic/2/1149,Genesis Cantina Elrond Ape,Silver,Default,Robot Open,Robot,Green Visor,Lollipop,None,Black Beanie,Leather Vest Brown,Company Pants Red,Dual Grenades 2 Orange,Artic,Elemental Weapons Proficiency,Brawler
CEA-2d29f9-038b,907,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1284.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c51c50c2,1284,1773,https://metadata.verko.io/dynamic/2/1284,Genesis Cantina Elrond Ape,Silver,Default,Grey Closed,Augmented,None,None,None,None,Large Vest Green,Pilot Pants White,Dagger Holster Green,Artic,Brawler,Automatic Weapons Proficiency
CEA-2d29f9-038c,908,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/802.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a46874ec,802,735,https://metadata.verko.io/dynamic/2/802,Genesis Cantina Elrond Ape,Silver,Default,Platinum Open,Platinum,Love Glasses,Bone,Tribal,None,Company Armor Orange,Tactical Pants Red,Dagger Holster Green,Artic,Stonewall,Resilience
CEA-2d29f9-038d,909,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1949.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-257ac75e,1949,1747,https://metadata.verko.io/dynamic/2/1949,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,Tribal,None,Large Vest Blue,Tactical Pants Red,Company Bags Brown,Desert,Explosive Weapons Proficiency,Overshield
CEA-2d29f9-038e,910,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2053.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-30b23c27,2053,1400,https://metadata.verko.io/dynamic/2/2053,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,None,Pipe,Punk,None,Tank Shirt Blue,Pilot Pants Brown,Titan Bags Black,Desert,Automatic Weapons Proficiency,Nano Meds
CEA-2d29f9-038f,911,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/167.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e7bc0ef7,167,874,https://metadata.verko.io/dynamic/2/167,Genesis Cantina Elrond Ape,Epic,Augmented,Grey Open,Augmented,None,Party Blower,None,None,Mercenary Armor Green,Company Pants Orange,Tech Belt Red,Outworld,Cold Blooded,Explosive Weapons Proficiency
CEA-2d29f9-0390,912,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1268.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-820fc4b9,1268,1205,https://metadata.verko.io/dynamic/2/1268,Genesis Cantina Elrond Ape,Silver,Default,Platinum Open,Platinum,None,Wheat,Punk,None,Mercenary Armor Orange,Rogue Pants Red,Titan Bags Brown,Artic,Adrenaline Rush,Hodler
CEA-2d29f9-0391,913,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/210.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b930d89d,210,511,https://metadata.verko.io/dynamic/2/210,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,Green Visor,Wheat,None,Gold Crown,Titan Armor Mk.2 Orange,Titan Pants Orange,None,Outworld,Hodler,Black Widow
CEA-2d29f9-0392,914,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/741.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-074b4dc4,741,812,https://metadata.verko.io/dynamic/2/741,Genesis Cantina Elrond Ape,Gold,Default,Grey Open,Augmented,None,Party Blower,Punk,Sponge,Pilot Armor Brown,Tactical Pants Green,Tactical Bags Green,Golden,Brawler,Elemental Weapons Proficiency
CEA-2d29f9-0393,915,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/879.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-5cf9968e,879,786,https://metadata.verko.io/dynamic/2/879,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,Monolaser,Mustache,None,Alien Headband,T Shirt Brown,Tactical Pants Green,Titan Bags Black,Artic,Grounded,Galvanized
CEA-2d29f9-0394,916,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1512.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-3fff83ce,1512,1562,https://metadata.verko.io/dynamic/2/1512,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Wheat,None,None,Tank Shirt Green,Tactical Pants Green,Tactical Bags Blue,Desert,Cold Blooded,Grounded
CEA-2d29f9-0395,917,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/801.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-fd6aac31,801,976,https://metadata.verko.io/dynamic/2/801,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,None,Lollipop,None,Red Dad Hat,Mercenary Armor Black,Rogue Pants Orange,Tech Belt Grey,Artic,Brawler,Escape Artist
CEA-2d29f9-0396,918,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/359.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-276377ab,359,61,https://metadata.verko.io/dynamic/2/359,Genesis Cantina Elrond Ape,Epic,Augmented,Zombie Open,Zombie,MetaScreen Matrix,Pacifier,None,Wizzard,Mercenary Armor Black,Titan Pants Red,Quad Grenades 1 Orange,Outworld,Cool Moves,Cold Blooded
CEA-2d29f9-0397,919,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/458.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-735c20d8,458,442,https://metadata.verko.io/dynamic/2/458,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,Cyborg,Pacifier,None,Party,Mercenary Armor Mk.2 Black,Mercenary Pants Black,Dual Grenades 1 Green,Golden,Explosive Weapons Proficiency,Scatter Weapons Proficiency
CEA-2d29f9-0398,920,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2118.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1792cb97,2118,2006,https://metadata.verko.io/dynamic/2/2118,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,T Shirt Orange,Tactical Pants Black,Company Bags Black,Desert,Escape Artist,Nano Meds
CEA-2d29f9-0399,921,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2013.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-952878c7,2013,1876,https://metadata.verko.io/dynamic/2/2013,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,T Shirt Red,Tactical Pants Red,Titan Bags Black,Desert,Scatter Weapons Proficiency,Cold Blooded
CEA-2d29f9-039a,922,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/743.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-783f8ecf,743,305,https://metadata.verko.io/dynamic/2/743,Genesis Cantina Elrond Ape,Gold,Augmented,Grey Closed,Augmented,Zorro Mask,None,None,Green Dad Hat,Company Armor Mk.2 Yellow,Titan Pants Blue,Titan Bags Red,Golden,Escape Artist,Overshield
CEA-2d29f9-039b,923,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/999.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a6816894,999,672,https://metadata.verko.io/dynamic/2/999,Genesis Cantina Elrond Ape,Silver,Augmented,Blue Closed,Blue,Funny Nose,None,None,Alien Headband,Leather Vest Black,Pilot Pants Green,Pilot Bags Red,Artic,Resilience,Black Widow
CEA-2d29f9-039c,924,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1414.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-5ba1a144,1414,1861,https://metadata.verko.io/dynamic/2/1414,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,Hoodie Green,Tactical Pants Brown,Company Bags Green,Desert,Automatic Weapons Proficiency,Resilience
CEA-2d29f9-039d,925,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1961.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4095e520,1961,1873,https://metadata.verko.io/dynamic/2/1961,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,Hoodie Red,Pilot Pants White,Ammo Belt,Desert,Automatic Weapons Proficiency,Cool Moves
CEA-2d29f9-039e,926,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2024.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d34fbeac,2024,1852,https://metadata.verko.io/dynamic/2/2024,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,T Shirt Green,Tactical Pants Blue,Tactical Bags Blue,Desert,Hodler,Precision Weapons Proficiency
CEA-2d29f9-039f,927,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/130.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-31e67e7e,130,517,https://metadata.verko.io/dynamic/2/130,Genesis Cantina Elrond Ape,Epic,Default,Platinum Closed,Platinum,None,Mustache,None,Sugegasa,Pilot Armor White,Rogue Pants Blue,Quad Grenades 1 Blue,Outworld,Escape Artist,Brawler
CEA-2d29f9-03a0,928,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/25.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2469df6e,25,51,https://metadata.verko.io/dynamic/2/25,Genesis Cantina Elrond Ape,Legendary,Augmented,Zombie Open,Zombie,3D Glasses,Bone,None,Party,Pilot Armor Mk.2 White,Titan Pants Red,Titan Bags Brown,Neon,Scavenger,Stonewall
CEA-2d29f9-03a1,929,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1506.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7e24345b,1506,1491,https://metadata.verko.io/dynamic/2/1506,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Cigar,None,None,T Shirt Red,Tactical Pants Green,Titan Bags Black,Desert,Scatter Weapons Proficiency,Resilience
CEA-2d29f9-03a2,930,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/134.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9b6655b8,134,520,https://metadata.verko.io/dynamic/2/134,Genesis Cantina Elrond Ape,Epic,Augmented,Platinum Closed,Platinum,None,None,Punk,Welding Helmet,Titan Armor Red,Pilot Pants Green,Titan Bags Red,Outworld,Scatter Weapons Proficiency,Overachiever
CEA-2d29f9-03a3,931,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1649.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-00830dd7,1649,973,https://metadata.verko.io/dynamic/2/1649,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Monolaser,Bubble Gum,Tribal,None,Large Vest Green,Tactical Pants Orange,Titan Bags Green,Desert,Cool Moves,Overachiever
CEA-2d29f9-03a4,932,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/823.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-aeff307a,823,276,https://metadata.verko.io/dynamic/2/823,Genesis Cantina Elrond Ape,Silver,Default,Robot Open,Robot,Steampunk,Rose,None,Skull,Hoodie Orange,Mercenary Pants Red,Tactical Bags Green,Artic,Brawler,Overachiever
CEA-2d29f9-03a5,933,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/100.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b4f1e597,100,6,https://metadata.verko.io/dynamic/2/100,Genesis Cantina Elrond Ape,Legendary,Augmented,Zombie Open,Zombie,MetaScreen EAC,Octopus Tentacle,Tribal,Party,Pilot Armor Mk.2 Black,Rogue Pants Orange,Waistband Black,Neon,Scavenger,Black Widow
CEA-2d29f9-03a6,934,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/490.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c2c19157,490,671,https://metadata.verko.io/dynamic/2/490,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,Cyborg,Lollipop,Tribal,None,Pilot Armor Green,Tactical Pants Black,Waistband Green,Golden,Adrenaline Rush,Precision Weapons Proficiency
CEA-2d29f9-03a7,935,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/569.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-aa2e8fe1,569,806,https://metadata.verko.io/dynamic/2/569,Genesis Cantina Elrond Ape,Gold,Default,Gold Open,Gold,None,Exotic Flower,None,Sponge,Large Vest Red,Tactical Pants Green,Tech Belt Green,Golden,Grounded,Perseverance
CEA-2d29f9-03a8,936,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1072.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-3d7ddb14,1072,1419,https://metadata.verko.io/dynamic/2/1072,Genesis Cantina Elrond Ape,Silver,Default,Camo Closed,Camo,Funny Nose,None,None,None,Tank Shirt Green,Company Pants Orange,Dual Grenades 2 Black,Artic,Scatter Weapons Proficiency,Black Widow
CEA-2d29f9-03a9,937,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1093.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-de715e1b,1093,968,https://metadata.verko.io/dynamic/2/1093,Genesis Cantina Elrond Ape,Silver,Default,Red Open,Red,None,Bone,Punk,Dandy,Bandolier,Pilot Pants White,Pilot Bags Green,Artic,Precision Weapons Proficiency,Cool Moves
CEA-2d29f9-03aa,938,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/809.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-68dc6545,809,168,https://metadata.verko.io/dynamic/2/809,Genesis Cantina Elrond Ape,Silver,Default,Robot Open,Robot,Steampunk,Exotic Flower,None,Alien Headband,Pilot Armor Brown,Company Pants Green,Pilot Bags Green,Artic,Grounded,Galvanized
CEA-2d29f9-03ab,939,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1893.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e8a7d5db,1893,1277,https://metadata.verko.io/dynamic/2/1893,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Lollipop,Tribal,None,Hoodie Blue,Company Pants Black,Tactical Bags Blue,Desert,Galvanized,Brawler
CEA-2d29f9-03ac,940,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/212.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-108f1fb3,212,477,https://metadata.verko.io/dynamic/2/212,Genesis Cantina Elrond Ape,Epic,Default,Platinum Closed,Platinum,None,None,Tribal,Welding Helmet,Company Armor Orange,Mercenary Pants Black,Quad Grenades 1 Blue,Outworld,Overshield,Precision Weapons Proficiency
CEA-2d29f9-03ad,941,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/258.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2b4e7a26,258,109,https://metadata.verko.io/dynamic/2/258,Genesis Cantina Elrond Ape,Epic,Default,Gold Closed,Gold,Green Visor,Mustache,Tribal,Black Beanie,Company Armor Mk.2 Red,Mercenary Pants Orange,Pilot Bags Blue,Outworld,Perseverance,Cold Blooded
CEA-2d29f9-03ae,942,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/650.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-49435a68,650,317,https://metadata.verko.io/dynamic/2/650,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,Cyborg,Party Blower,None,Red Beanie,Company Armor Mk.2 Blue,Titan Pants Orange,Dual Grenades 1 Blue,Golden,Cool Moves,Galvanized
CEA-2d29f9-03af,943,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/88.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-35d4b540,88,11,https://metadata.verko.io/dynamic/2/88,Genesis Cantina Elrond Ape,Legendary,Default,Robot Open,Robot,Diving Mask,Cigar,Punk,Tennis Headband,Pilot Armor Mk.2 Green,Rogue Pants Red,Tech Belt Black,Neon,Explosive Weapons Proficiency,Scatter Weapons Proficiency
CEA-2d29f9-03b0,944,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1872.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ec2f1014,1872,1385,https://metadata.verko.io/dynamic/2/1872,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Cyborg,None,Tribal,None,Leather Vest Brown,Tactical Pants Green,Company Bags Brown,Desert,Precision Weapons Proficiency,Hodler
CEA-2d29f9-03b1,945,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1377.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-93f01503,1377,1478,https://metadata.verko.io/dynamic/2/1377,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,Green Visor,None,None,None,Leather Vest Green,Pilot Pants Black,Tactical Bags Green,Artic,Hodler,Elemental Weapons Proficiency
CEA-2d29f9-03b2,946,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/543.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-547e515b,543,487,https://metadata.verko.io/dynamic/2/543,Genesis Cantina Elrond Ape,Gold,Default,Grey Open,Augmented,None,Lollipop,None,Bowler,Pilot Armor Green,Mercenary Pants Black,Dual Dagger Holster Black,Golden,Escape Artist,Scatter Weapons Proficiency
CEA-2d29f9-03b3,947,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1513.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f18db015,1513,1207,https://metadata.verko.io/dynamic/2/1513,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,Love Glasses,Octopus Tentacle,None,None,T Shirt Red,Pilot Pants Black,Titan Bags Green,Desert,Automatic Weapons Proficiency,Explosive Weapons Proficiency
CEA-2d29f9-03b4,948,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/121.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d66f169a,121,553,https://metadata.verko.io/dynamic/2/121,Genesis Cantina Elrond Ape,Epic,Default,Grey Open,Augmented,None,Lollipop,None,Paint,Titan Armor Red,Titan Pants Green,Dagger Holster Green,Outworld,Brawler,Grounded
CEA-2d29f9-03b5,949,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/30.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-118db6f8,30,42,https://metadata.verko.io/dynamic/2/30,Genesis Cantina Elrond Ape,Legendary,Augmented,Zombie Open,Zombie,Zorro Mask,Candy Cane,Tribal,Tennis Headband,Mercenary Armor Mk.2 Red,Pilot Pants Black,Tech Belt Brown,Neon,Overshield,Escape Artist
CEA-2d29f9-03b6,950,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1776.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-fc0bae0c,1776,1632,https://metadata.verko.io/dynamic/2/1776,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Rose,None,None,Tank Shirt Red,Tactical Pants Black,Titan Bags Brown,Desert,Hodler,Scavenger
CEA-2d29f9-03b7,951,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1440.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-632752aa,1440,1587,https://metadata.verko.io/dynamic/2/1440,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,Steampunk,None,None,None,T Shirt Black,Pilot Pants Brown,Titan Bags Green,Desert,Escape Artist,Resilience
CEA-2d29f9-03b8,952,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/155.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7e4641ad,155,178,https://metadata.verko.io/dynamic/2/155,Genesis Cantina Elrond Ape,Epic,Augmented,Gold Open,Gold,Funny Nose,Lollipop,None,Sugegasa,Pilot Armor Mk.2 Blue,Pilot Pants White,Mortars Green,Outworld,Scavenger,Elemental Weapons Proficiency
CEA-2d29f9-03b9,953,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2084.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-13e9b3f8,2084,1302,https://metadata.verko.io/dynamic/2/2084,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Rose,Tribal,None,Large Vest Brown,Tactical Pants Orange,Titan Bags Red,Desert,Precision Weapons Proficiency,Perseverance
CEA-2d29f9-03ba,954,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1695.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-dbe2671a,1695,2040,https://metadata.verko.io/dynamic/2/1695,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,Tank Shirt Brown,Tactical Pants Green,None,Desert,Cold Blooded,Black Widow
CEA-2d29f9-03bb,955,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1903.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4d5d21be,1903,1371,https://metadata.verko.io/dynamic/2/1903,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Love Glasses,Bone,None,None,Leather Vest Black,Tactical Pants Orange,Ammo Belt,Desert,Perseverance,Grounded
